Basin Name,Polygon,Split Poly,Basin UBI,Longitude,Latitude,Basin Type,Salt,Volcanics,Region,Countries,Setting,Geo Period,Geo Age,Age Old,Age Young,Max Sed St,Mean Sed S,Med Sed St,Mean Sed L,Med Sed La,Max Sed La,Poly Area,Moho Mean,Moho Med k,Moho Max k,Moho Min k,Perm Salt,Tri Salt,Jur Salt,Cret Salt,Salt Fm(s),Salt Per.,Salt Ages,Evap Numb
Angola,35.00000,No,"34",20.000000000000000,-12.000000000000000,Intracratonic,Unknown,Unknown,Africa,"Angola, Zambia, Congo",Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,0.977777777777778,0.699999988079071,2.200000047683716,"535507",-39.551111178927954,-37.959999084472656,-35.090000152587891,-44.959999084472656,Unknown,Unknown,Unknown,Unknown,,,,
Antalya,37.00000,No,"36",31.436669999999999,36.266460000000002,Foreland,Unknown,Unknown,Middle East,"Turkey, Cyprus",On-Offshore,Triassic,Induan,252.17,0.00,3.810500000000000,3.046540975124380,3.106947000000000,2.820000004768372,3.000000000000000,3.500000000000000,"49419",-34.665999984741212,-35.700000762939453,-31.760000228881836,-36.869998931884766,Unknown,Unknown,Unknown,Unknown,,,,
Antofagasta,39.00000,No,"38",-71.239339999999999,-27.843170000000001,Forearc,Unknown,Unknown,South America,Chile,On-Offshore,Devonian,Emsian,407.60,0.00,0.224717000000000,0.166660649753266,0.164000000000000,0.088333335394661,0.070000002160668,0.200000002980232,"79541",-29.273333231608078,-32.350000381469727,-11.000000000000000,-39.419998168945312,Unknown,Unknown,Unknown,Unknown,,,,
Arabian,42.00000,No,"41",50.171270000000000,23.563970000000001,Foreland,Bedded,Extrusive,Middle East,"Saudi Arabia, UAE, Iran, Qatar, Iraq",On-Offshore,Proterozoic,Neoproterozoic,1000.00,0.00,8.717438000000000,6.048257527555910,6.030613500000000,4.437614656369621,4.500000000000000,9.500000000000000,"1339093",-39.020000107791446,-39.180000305175781,-31.860000610351562,-44.060001373291016,Bedded,Bedded,Bedded,None,"Hormuz; Khuff; Dashtak; Adaiyah; Alan; Hith-Gotnia; Rus; Fars","Protero., Cam., Perm., Tri., Jur., Eo., Mio., Plio.","Neoproterozoic-Waucoban; Wordian-Changhsingian; Carnian-Rhaetian; Pliensbachian; Toarcian; Kimmeridgian-Tithonian; Ypresian-Lutetian; Aquitanian-Piacenzian","8"
Araks,43.00000,No,"42",44.797519999999999,39.603250000000003,Strike-Slip,Unknown,Extrusive,Asia,"Armenia, Azerbaijan, Iran, Turkey",Onshore,Paleocene,Danian,66.00,0.00,,,,0.009999999776483,0.009999999776483,0.009999999776483,"24947",-47.305000305175781,-47.305000305175781,-45.000000000000000,-49.610000610351562,Unknown,Unknown,Unknown,Unknown,,,,
Araripe,44.00000,No,"43",-39.576689999999999,-7.352650000000000,Rift,Bedded,Unknown,South America,Brazil,Onshore,Triassic,Induan,252.17,0.00,,,,0.250000007450581,0.250000007450581,0.300000011920929,"17410",-36.945001602172844,-36.945001602172844,-36.060001373291016,-37.830001831054688,None,None,None,Bedded,Santana (Ipubi),Cretaceous,Aptian-Albian,"1"
Arauco-Valdivia,45.00000,No,"44",-72.854680000000002,-35.165129999999998,Forearc,Unknown,Unknown,South America,Chile,On-Offshore,Cretaceous,Santonian,86.30,0.00,0.611000000000000,0.415146751775149,0.433500000000000,0.731428569981030,0.639999985694885,1.500000000000000,"93694",-25.779999869210378,-27.000000000000000,-10.569999694824219,-34.830001831054688,Unknown,Unknown,Unknown,Unknown,,,,
Arckaringa,46.00000,No,"45",134.919139999999999,-29.225570000000001,Intracratonic,None,None,South Pacific,Australia,Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,1.069230765677415,0.899999976158142,3.000000000000000,"172894",-39.350769042968750,-39.869998931884766,-32.779998779296875,-41.819999694824219,None,None,None,None,,,,"0"
Ardmore,47.00000,No,"46",-97.128919999999994,34.242109999999997,Fold and Thrust Belt,None,Extrusive,North America,USA,Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,2.799423656303690,2.649999976158142,3.500000000000000,"7436",-42.407627417087021,-41.915000915527344,-37.310001373291016,-48.069999694824219,None,None,None,None,,,,"0"
Arkoma,48.00000,No,"47",-93.756770000000003,35.375380000000000,Foreland,None,None,North America,USA,Onshore,Cambrian,Cambrian Upper,497.00,0.00,,,,1.885714284011296,2.000000000000000,3.000000000000000,"83519",-40.000000000000000,-40.450000762939453,-34.360000610351562,-44.189998626708984,None,None,None,None,,,,"0"
Arrowie-Stansbury,49.00000,No,"48",137.861009999999993,-33.900840000000002,Passive Margin,Mobile,Unknown,South Pacific,Australia,On-Offshore,Proterozoic,Neoproterozoic,1000.00,0.00,3.755000000000000,1.985305293532338,1.948000000000000,0.281250006053597,0.250000007450581,0.800000011920929,"110015",-37.423749446868896,-38.714998245239258,-29.729999542236328,-41.029998779296875,None,None,None,None,Callanna,Proterozoic,Neoproterozoic,"1"
Asem Asem,50.00000,No,"49",115.158420000000007,-4.503970000000000,Rift,None,Intrusive,Asia,Indonesia,On-Offshore,Eocene,Ypresian,56.00,0.00,2.699000000000000,2.004653763092270,1.975000000000000,1.299999992052714,1.399999976158142,1.399999976158142,"40700",-29.000000000000000,-29.000000000000000,-29.000000000000000,-29.000000000000000,None,None,None,None,,,,"0"
Assam,51.00000,No,"50",94.648610000000005,26.990130000000001,Foreland,None,Extrusive,Asia,India,Onshore,Cretaceous,Berriasian,145.00,0.00,,,,2.299999991059303,1.299999952316284,5.500000000000000,"50213",-40.787999725341798,-40.439998626708984,-35.299999237060547,-44.909999847412109,None,None,None,None,,,,"0"
Atacama,52.00000,No,"51",-69.339320000000001,-23.311319999999998,Forearc,Unknown,Extrusive,South America,Chile,Onshore,Mississippian,Tournaisian,358.90,0.00,,,,0.368181819604202,0.500000000000000,0.500000000000000,"105855",-48.728181665593929,-50.569999694824219,-33.340000152587891,-61.599998474121094,Unknown,Unknown,Unknown,Unknown,,,,
Austral-Magallanes,54.00000,No,"53",-69.002629999999996,-51.104819999999997,Foreland,None,Extrusive,South America,"Argentina, Chile",On-Offshore,Devonian,Eifelian,393.30,0.00,4.104000000000000,1.242609313660103,1.002000000000000,1.755652172895877,1.040000021457672,7.500000000000000,"532082",-31.392608725506328,-31.055000305175781,-29.000000000000000,-36.110000610351562,None,None,None,None,,,,"0"
Azraq,56.00000,No,"55",37.810659999999999,30.879180000000002,Rift,Unknown,Unknown,Middle East,"Saudi Arabia, Jordan",Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,2.340000009536743,2.299999952316284,3.000000000000000,"54919",-34.877999877929689,-34.799999237060547,-33.349998474121094,-35.810001373291016,Unknown,Unknown,Unknown,Unknown,,,,
Baluchistan,62.00000,No,"61",63.793630000000000,28.567950000000000,Fold and Thrust Belt,Bedded,Extrusive,Asia,"Pakistan, Iran, Afghanistan",Onshore,Cretaceous,Santonian,86.30,0.00,,,,0.144285718511258,0.100000001490116,0.300000011920929,"101163",-40.512856619698653,-40.709999084472656,-39.099998474121094,-41.639999389648438,None,None,None,None,Pleistocene,Pleistocene,Pleistocene,"1"
Banggai-Sula,63.00000,No,"62",123.678349999999995,-1.814790000000000,Strike-Slip,None,Intrusive,Asia,Indonesia,On-Offshore,Triassic,Carnian,237.00,0.00,2.786000000000000,2.212637265151516,2.315500000000000,1.250000000000000,0.949999988079071,2.200000047683716,"60708",-26.250000000000000,-26.000000000000000,-23.000000000000000,-30.000000000000000,None,None,None,None,,,,"0"
Barito,67.00000,No,"66",114.388260000000002,-2.703130000000000,Rift,None,Extrusive,Asia,Indonesia,On-Offshore,Paleocene,Danian,66.00,0.00,2.234000000000000,1.896185013888889,1.888500000000000,2.257142850330898,2.000000000000000,4.000000000000000,"80114",-31.507143020629883,-32.810001373291016,-29.000000000000000,-32.990001678466797,None,None,None,None,,,,"0"
Bass,69.00000,No,"68",145.832799999999992,-39.815010000000001,Passive Margin,None,Extrusive,South Pacific,Australia,On-Offshore,Devonian,Lochkovian,419.20,0.00,4.054000000000001,1.762661590026018,1.735000000000000,2.957142880984715,3.000000000000000,4.800000190734864,"104901",-31.539999825613840,-31.579999923706055,-27.559999465942383,-35.930000305175781,None,None,None,None,,,,"0"
Bechar,72.00000,No,"71",-1.915650000000000,31.125840000000000,Foreland,Unknown,Unknown,Africa,"Algeria, Morocco",Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,5.574999988079072,5.500000000000000,7.500000000000000,"55739",-34.217499732971191,-34.354999542236328,-33.400001525878906,-34.759998321533203,Unknown,Unknown,Unknown,Unknown,,,,
Beetaloo,73.00000,No,"72",132.591530000000006,-15.287850000000001,Intracratonic,Unknown,Unknown,South Pacific,Australia,Onshore,Proterozoic,Paleoproterozoic,2500.00,0.00,,,,0.546666677792867,0.600000023841858,0.699999988079071,"183570",-44.983332824707034,-44.139999389648438,-41.939998626708984,-50.209999084472656,Unknown,Unknown,Unknown,Unknown,,,,
Beibuwan,74.00000,No,"73",108.872839999999997,20.486440000000002,Rift,None,Extrusive,Asia,"China, Vietnam",On-Offshore,Permian,Asselian,298.90,0.00,6.598000000000000,2.191184000000000,1.937500000000000,1.283333306511243,0.999999970197678,2.299999952316284,"87460",-30.998333613077801,-31.315000534057617,-28.979999542236328,-32.450000762939453,None,None,None,None,,,,"0"
Bellingshausen,76.00000,No,"75",-77.753219999999999,-70.183570000000003,Passive Margin,Unknown,Unknown,Antarctica,Antarctica,On-Offshore,Paleocene,Danian,66.00,0.00,4.918000000000000,2.618267373206952,3.209500000000000,1.151428572881918,0.800000011920929,3.299999952316284,"1893639",-27.179480509324502,-27.000000000000000,-12.149999618530273,-33.400001525878906,Unknown,Unknown,Unknown,Unknown,,,,
Bengkulu,78.00000,No,"77",101.582480000000004,-3.771080000000000,Forearc,None,Extrusive,Asia,Indonesia,On-Offshore,Eocene,Ypresian,56.00,0.00,2.388742000000000,0.909229348152976,0.816000000000000,1.738888886239794,1.649999976158142,4.099999904632569,"229660",-24.459444469875759,-24.000000000000000,-10.350000381469727,-30.920000076293945,None,None,None,None,,,,"0"
Benue,79.00000,No,"78",9.554470000000000,8.538190000000000,Rift,None,Extrusive,Africa,"Nigeria, Cameroon",Onshore,Jurassic,Oxfordian,163.50,0.00,,,,2.049999992052714,2.000000000000000,4.000000000000000,"163530",-39.334999720255531,-38.844999313354499,-37.790000915527344,-41.630001068115234,None,None,None,None,,,,"0"
Bicol,83.00000,No,"82",122.910899999999998,14.768129999999999,Forearc,Unknown,Unknown,Asia,Philippines,On-Offshore,Oligocene,Rupelian,33.90,0.00,3.001000000000000,1.581352354068717,1.248000000000000,0.133333335320155,0.100000001490116,0.200000002980232,"50204",-22.666666666666668,-27.000000000000000,-13.000000000000000,-28.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Bida,84.00000,No,"83",5.054020000000000,10.041200000000000,Rift,Unknown,Unknown,Africa,"Nigeria, Benin, Niger",Onshore,Cretaceous,Santonian,86.30,0.00,,,,0.800000011920929,0.800000011920929,1.000000000000000,"29915",-37.829999923706055,-37.829999923706055,-37.819999694824219,-37.840000152587891,Unknown,Unknown,Unknown,Unknown,,,,
Biliton,87.00000,No,"86",110.338290000000001,-4.119080000000001,Backarc - Marginal Sea,Unknown,Unknown,Asia,Indonesia,On-Offshore,Triassic,Carnian,237.00,0.00,1.810000000000000,1.278507703764974,1.244000000000000,1.007692304941324,1.000000000000000,2.000000000000000,"156471",-29.230769230769226,-29.000000000000000,-29.000000000000000,-30.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Bintuni,88.00000,No,"87",132.921420000000012,-2.879610000000000,Foreland,Bedded,Extrusive,Asia,Indonesia,On-Offshore,Pennsylvanian,Bashkirian,323.20,0.00,6.400616000000000,1.260780648703170,1.110000000000000,4.480000019073487,4.300000190734864,6.500000000000000,"64856",-30.745999908447267,-31.860000610351562,-26.000000000000000,-32.950000762939453,None,None,None,None,Selandian-Ypresian,"Paleo., Eo.",Selandian-Ypresian,"1"
Black Mesa-Kaiparowits,89.00000,No,"88",-111.252809999999997,36.182330000000000,Foreland,Bedded,Extrusive,North America,USA,Onshore,Proterozoic,Mesoproterozoic,1600.00,0.00,,,,1.623076923191547,1.500000000000000,3.000000000000000,"153384",-40.227691943828873,-39.709999084472656,-36.470001220703125,-46.189998626708984,Bedded,None,None,None,Supai,Permian,Asselian-Kungurian,"1"
Black Warrior,90.00000,No,"89",-87.724329999999995,33.734760000000001,Foreland,Bedded,None,North America,USA,Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,3.366666674613953,3.000000000000000,6.000000000000000,"65588",-42.048333485921226,-41.305000305175781,-36.240001678466797,-48.319999694824219,None,None,None,None,Rome,Cambrian,Waucoban-Furongian,"1"
Blue Nile-Khartoum,92.00000,No,"91",32.297580000000004,15.197350000000000,Rift,Bedded,Extrusive,Africa,"Sudan, Ethiopia",Onshore,Ordovician,Tremadocian,485.40,0.00,,,,0.295882355531349,0.300000011920929,0.500000000000000,"178681",-34.572941050809973,-34.569999694824219,-33.939998626708984,-35.450000762939453,None,None,Bedded,Bedded,Abu Gin,"Jur., Cret.",Tithonian-Barremian,"1"
Bokaro,94.00000,No,"93",85.805729999999997,23.823020000000000,Rift,Unknown,Unknown,Asia,India,Onshore,Pennsylvanian,Bashkirian,323.20,0.00,,,,0.009999999776483,0.009999999776483,0.009999999776483,"685",-53.360000610351562,-53.360000610351562,-53.360000610351562,-53.360000610351562,Unknown,Unknown,Unknown,Unknown,,,,
Bolsones,95.00000,No,"94",-66.003069999999994,-29.477480000000000,Foreland,Bedded,Extrusive,South America,Argentina,Onshore,Devonian,Lochkovian,419.20,0.00,,,,0.944444445272287,1.000000000000000,2.000000000000000,"221764",-41.170555538601349,-40.494998931884766,-35.720001220703125,-52.229999542236328,None,None,None,None,Danian-Thanetian,Paleocene,Danian-Thanetian,"1"
Bonaparte,96.00000,No,"95",127.763099999999994,-11.861170000000000,Passive Margin,Mobile,Extrusive,South Pacific,"Australia, Indonesia, East Timor",On-Offshore,Cambrian,Cambrian Lower,542.00,0.00,3.701849000000000,1.256906643532339,1.244000000000000,4.812903208117332,5.699999809265138,7.500000000000000,"370084",-29.422580595939390,-29.639999389648438,-24.180000305175781,-35.340000152587891,None,None,None,None,Silurian-Devonian,"Sil., Dev.",Rhuddanian-Emsian,"1"
Bone-Sengkang,97.00000,No,"96",121.402280000000005,-5.434060000000000,Strike-Slip,None,Extrusive,Asia,Indonesia,On-Offshore,Cretaceous,Cenomanian,100.50,0.00,2.606921000000000,1.926119302573801,1.861500000000000,1.633333338631524,1.500000000000000,3.000000000000000,"105287",-29.666666666666668,-32.000000000000000,-23.000000000000000,-34.000000000000000,None,None,None,None,,,,"0"
Bongor,98.00000,No,"97",16.180859999999999,11.175860000000000,Rift,Unknown,Unknown,Africa,"Chad, Cameroon, Nigeria",Onshore,Cretaceous,Barremian,129.40,0.00,,,,1.123076920325939,0.899999976158142,2.500000000000000,"139292",-38.893076089712288,-38.669998168945312,-38.599998474121094,-41.610000610351562,Unknown,Unknown,Unknown,Unknown,,,,
Borderland,99.00000,No,"98",-118.396150000000006,32.270569999999999,Strike-Slip,None,Extrusive,North America,"USA, Mexico",On-Offshore,Miocene,Langhian,15.97,0.00,1.663438000000000,0.295028962552977,0.268000000000000,1.121428574834551,1.000000000000000,2.299999952316284,"87736",-22.761428288051061,-23.000000000000000,-18.000000000000000,-27.549999237060547,None,None,None,None,,,,"0"
Bose,100.00000,No,"99",107.003510000000006,23.722100000000001,Strike-Slip,None,Extrusive,Asia,China,Onshore,Triassic,Anisian,247.20,0.00,,,,0.103287113186765,0.009999999776483,3.000000000000000,"2570",-31.600371736391015,-31.709999084472656,-30.920000076293945,-40.209999084472656,None,None,None,None,,,,"0"
Bougainville,102.00000,No,"101",154.363820000000004,-5.720940000000000,Forearc,Unknown,Unknown,Asia,"Papua New Guinea, Solomon Islands",On-Offshore,Oligocene,Chattian,28.10,0.00,0.983870000000000,0.718323311524163,0.719000000000000,0.500000000000000,0.500000000000000,0.699999988079071,"27303",-29.500000000000000,-29.500000000000000,-29.000000000000000,-30.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Bowen-Surat,104.00000,No,"103",148.824710000000010,-27.544429999999998,Foreland,None,Extrusive,South Pacific,Australia,Onshore,Cambrian,Cambrian Upper,497.00,0.00,,,,1.327906977125379,0.899999976158142,5.000000000000000,"534859",-38.471860308979835,-38.209999084472656,-35.169998168945312,-42.270000457763672,None,None,None,None,,,,"0"
Bransfield,107.00000,No,"106",-57.579560000000001,-62.506790000000002,Strike-Slip,Unknown,Extrusive,Antarctica,Antarctica,On-Offshore,Triassic,Norian,227.00,0.00,3.853000000000000,1.313221951893183,0.861666800000000,0.881176471710205,0.850000023841858,1.440000057220459,"215973",-26.118235307581283,-26.000000000000000,-23.000000000000000,-28.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Bremer,108.00000,No,"107",119.713160000000002,-34.512439999999998,Passive Margin,Unknown,Unknown,South Pacific,Australia,On-Offshore,Jurassic,Oxfordian,163.50,0.00,3.629000000000000,1.642164665451056,1.495500000000000,0.738461538576163,0.899999976158142,1.799999952316284,"144646",-28.654615695659931,-29.790000915527344,-16.420000076293945,-37.490001678466797,Unknown,Unknown,Unknown,Unknown,,,,
Browse,111.00000,No,"110",122.478359999999995,-13.985139999999999,Passive Margin,None,Extrusive,South Pacific,"Australia, Indonesia",On-Offshore,Mississippian,Tournaisian,358.90,0.00,2.008256000000000,1.092807207205560,1.126000000000000,4.277777784400516,4.250000000000000,7.699999809265138,"235415",-27.611666573418510,-26.635000228881836,-21.209999084472656,-36.000000000000000,None,None,None,None,,,,"0"
Buton,114.00000,No,"113",123.455780000000004,-5.173700000000000,Strike-Slip,None,None,Asia,Indonesia,On-Offshore,Triassic,Carnian,237.00,0.00,2.086000000000000,1.784213246647231,1.803000000000000,0.633333345254262,0.600000023841858,0.699999988079071,"39787",-24.643333435058594,-23.000000000000000,-20.000000000000000,-30.930000305175781,None,None,None,None,,,,"0"
Caltanissetta,117.00000,No,"116",14.000000000000000,38.000000000000000,Fold and Thrust Belt,Unknown,Extrusive,Europe,Italy,On-Offshore,Triassic,Rhaetian,208.50,0.00,5.046219000000000,3.208032975609757,3.099339500000000,2.360000038146973,2.700000047683716,2.700000047683716,"44279",-25.230000305175778,-21.200000762939453,-20.819999694824219,-31.690000534057617,Unknown,Unknown,Unknown,Unknown,,,,
Cambay,119.00000,No,"118",72.362039999999993,23.327510000000000,Rift,None,Extrusive,Asia,India,On-Offshore,Cambrian,Cambrian Lower,542.00,0.00,2.614000000000000,2.296673815789474,2.372000000000000,1.459999991953373,1.700000047683716,2.599999904632568,"69977",-36.300000762939455,-36.330001831054688,-33.819999694824219,-38.049999237060547,None,None,None,None,,,,"0"
Campeche,120.00000,No,"119",-89.656170000000003,21.511070000000000,Passive Margin,Mobile,None,Central America,"Mexico, Guatemala, Cuba",On-Offshore,Triassic,Rhaetian,208.50,0.00,8.289811000000000,3.284115811200538,3.154500000000000,4.431034490979952,3.500000000000000,11.000000000000000,"343934",-27.242068981302197,-27.030000686645508,-23.229999542236328,-32.810001373291016,None,None,Mobile,Bedded,"Bathonian-Oxfordian; Coban","Jur., Cret.","Bathonian-Oxfordian; Hauterivian-Cenomanian","2"
